FIPSCode,StateSearched,"County, State",Total TAT-ReportLevel(Days)
30045,mt,"judith basin, mt",42.042
2110,ak,"juneau, ak","1,181.86"
55057,wi,"juneau, wi","1,145.55"
42067,pa,"juniata, pa",829.056
26077,mi,"kalamazoo, mi","14,943.11"
26079,mi,"kalkaska, mi",741.208
27065,mn,"kanabec, mn",469.994
54039,wv,"kanawha, wv","14,166.56"
27067,mn,"kandiyohi, mn",844.119
17089,il,"kane, il","26,813.14"
49025,ut,"kane, ut",170.341
17091,il,"kankakee, il","7,663.82"
48255,tx,"karnes, tx",962.557
15007,hi,"kauai, hi","1,736.37"
48257,tx,"kaufman, tx","8,845.32"
40071,ok,"kay, ok","1,648.69"
31099,ne,"kearney, ne",448.57
20093,ks,"kearny, ks",66.104
31101,ne,"keith, ne",299.002
28069,ms,"kemper, ms",437.145
2122,ak,"kenai peninsula, ak","2,831.05"
17093,il,"kendall, il","8,887.42"
48259,tx,"kendall, tx","3,035.68"
48261,tx,"kenedy, tx",104.072
23011,me,"kennebec, me","2,588.46"
55059,wi,"kenosha, wi","8,217.97"
10001,de,"kent, de","8,326.39"
24029,md,"kent, md",309.21
26081,mi,"kent, mi","27,645.04"
44003,ri,"kent, ri","4,957.11"
48263,tx,"kent, tx",31.322
21117,ky,"kenton, ky","17,357.36"
19107,ia,"keokuk, ia",324.757
6029,ca,"kern, ca","24,724.79"
48265,tx,"kerr, tx","1,870.04"
45055,sc,"kershaw, sc","9,544.13"
2130,ak,"ketchikan gateway, ak",700.982
55061,wi,"kewaunee, wi",848.972
26083,mi,"keweenaw, mi",45.895
31103,ne,"keya paha, ne",5.105
38043,nd,"kidder, nd",67.993
31105,ne,"kimball, ne",138.032
48267,tx,"kimble, tx",214.855
51097,va,"king and queen, va",183.188
51099,va,"king george, va","1,236.28"
51101,va,"king william, va",668.944
53033,wa,"king, wa","24,650.82"
40073,ok,"kingfisher, ok","1,360.13"
20095,ks,"kingman, ks",404.086
6031,ca,"kings, ca","6,040.88"
36047,ny,"kings, ny","1,539.84"
46077,sd,"kingsbury, sd",78.025
48271,tx,"kinney, tx",103.81
20097,ks,"kiowa, ks",28.019
40075,ok,"kiowa, ok",384.265
8063,co,"kit carson, co",12.754
53035,wa,"kitsap, wa","2,070.46"
53037,wa,"kittitas, wa",366.968
27069,mn,"kittson, mn",36.635
41035,or,"klamath, or",397.734
48273,tx,"kleberg, tx","2,326.73"
53039,wa,"klickitat, wa",337.947
21119,ky,"knott, ky",926.151
17095,il,"knox, il","1,974.34"
18083,in,"knox, in",973.728
21121,ky,"knox, ky","1,085.93"
23013,me,"knox, me",436.396
29103,mo,"knox, mo",92.477
31107,ne,"knox, ne",116.334
39083,oh,"knox, oh","2,781.54"
47093,tn,"knox, tn","35,388.48"
48275,tx,"knox, tx",68.36
2150,ak,"kodiak island, ak",590.303
27071,mn,"koochiching, mn",310.343
16055,id,"kootenai, id","7,208.18"
18085,in,"kosciusko, in","4,689.23"
19109,ia,"kossuth, ia",344.799
55063,wi,"la crosse, wi","3,271.22"
4012,az,"la paz, az",582.908
8067,co,"la plata, co",251.464
18091,in,"la porte, in","6,263.26"
17099,il,"la salle, il","3,239.26"
22059,la,"la salle, la",638.196
48283,tx,"la salle, tx",480.988
20099,ks,"labette, ks",531.211
27073,mn,"lac qui parle, mn",104.604
42069,pa,"lackawanna, pa","8,560.24"
29105,mo,"laclede, mo",293.411
5073,ar,"lafayette, ar",60.889
12067,fl,"lafayette, fl",85.985
22055,fl,"lafayette, fl",4.197
22055,la,"lafayette, la","11,316.75"
29107,mo,"lafayette, mo",826.696
28071,ms,"lafayette, ms","3,439.29"
55065,wi,"lafayette, wi",846.621
22057,la,"lafourche, la","6,127.38"
18087,in,"lagrange, in","3,266.64"
2164,ak,"lake and peninsula, ak",27.337
27077,mn,"lake of the woods, mn",76.919
6033,ca,"lake, ca","2,280.60"
8065,co,"lake, co",42.039
12069,fl,"lake, fl","9,794.31"
17097,il,"lake, il","43,776.81"
18089,in,"lake, in","26,837.77"
26085,mi,"lake, mi",522.106
27075,mn,"lake, mn",449.911
30047,mt,"lake, mt",608.067
39085,oh,"lake, oh","8,021.82"
41037,or,"lake, or",66.661
46079,sd,"lake, sd",133.865
47095,tn,"lake, tn",598.49
1075,al,"lamar, al",40.312
13171,ga,"lamar, ga",898.659
28073,ms,"lamar, ms","4,438.97"
48277,tx,"lamar, tx","1,959.05"
48279,tx,"lamb, tx",750.272
50015,vt,"lamoille, vt",772.926
38045,nd,"lamoure, nd",94.043
48281,tx,"lampasas, tx","2,065.53"
31109,ne,"lancaster, ne","8,602.96"
42071,pa,"lancaster, pa","17,698.26"
45057,sc,"lancaster, sc","10,771.02"
51103,va,"lancaster, va",237.213
32015,nv,"lander, nv",444.238
20101,ks,"lane, ks",81.775
41039,or,"lane, or","2,521.19"
55067,wi,"langlade, wi",398.333
13173,ga,"lanier, ga",455.179
26087,mi,"lapeer, mi","9,987"
56021,wy,"laramie, wy","6,350.84"
8069,co,"larimer, co","2,908.51"
21123,ky,"larue, ky","1,228.11"
8071,co,"las animas, co",79.478
6035,ca,"lassen, ca","1,499.14"
16057,id,"latah, id","3,038.71"
40077,ok,"latimer, ok",220.536
1077,al,"lauderdale, al",652.137
28075,ms,"lauderdale, ms","3,020.52"
47097,tn,"lauderdale, tn","1,860.35"
21125,ky,"laurel, ky","3,093.63"
13175,ga,"laurens, ga","1,399.81"
45059,sc,"laurens, sc","9,940.15"
48285,tx,"lavaca, tx","1,061.80"
1079,al,"lawrence, al",146.935
5075,ar,"lawrence, ar",197.558
17101,il,"lawrence, il",241.315
18093,in,"lawrence, in","1,868.03"
21127,ky,"lawrence, ky","1,073.96"
29109,mo,"lawrence, mo",524.335
28077,ms,"lawrence, ms",402.486
39087,oh,"lawrence, oh","2,597.29"
42073,pa,"lawrence, pa","3,375.47"
46081,sd,"lawrence, sd",65.597
47099,tn,"lawrence, tn","2,444.70"
27079,mn,"le sueur, mn",990.79
35025,nm,"lea, nm","2,470.97"
28079,ms,"leake, ms",917.771
20103,ks,"leavenworth, ks","3,567.99"
42075,pa,"lebanon, pa","6,939.92"
1081,al,"lee, al","1,221.76"
5077,ar,"lee, ar",94.17
12071,fl,"lee, fl","17,719.33"
13177,ga,"lee, ga","1,650.00"
19111,ia,"lee, ia",722.45
17103,il,"lee, il","1,080.85"
21129,ky,"lee, ky",154.686
28081,ms,"lee, ms","6,747.83"
37105,nc,"lee, nc",989.617
45061,sc,"lee, sc","3,580.88"
48287,tx,"lee, tx",908.802
51105,va,"lee, va",852.846
26089,mi,"leelanau, mi",444.511
28083,ms,"leflore, ms","1,582.00"
40079,ok,"leflore, ok",975.419
42077,pa,"lehigh, pa","27,186.92"
16059,id,"lemhi, id",168.67
26091,mi,"lenawee, mi","3,493.70"
37107,nc,"lenoir, nc","1,425.62"
12073,fl,"leon, fl","15,211.63"
48289,tx,"leon, tx",757.607
21131,ky,"leslie, ky",360.003
21133,ky,"letcher, ky",889.721
12075,fl,"levy, fl","1,703.87"
30049,mt,"lewis and clark, mt","1,882.76"
16061,id,"lewis, id",198.658
21135,ky,"lewis, ky",772.847
29111,mo,"lewis, mo",79.655
36049,ny,"lewis, ny","1,072.16"
47101,tn,"lewis, tn","1,605.18"
53041,wa,"lewis, wa",768.817
54041,wv,"lewis, wv","2,383.36"
45063,sc,"lexington, sc","22,361.88"
12077,fl,"liberty, fl",58.974
13179,ga,"liberty, ga","7,170.10"
30051,mt,"liberty, mt",10.655
48291,tx,"liberty, tx","3,190.10"
39089,oh,"licking, oh","8,019.20"
1083,al,"limestone, al",545.698
48293,tx,"limestone, tx","2,417.66"
5079,ar,"lincoln, ar",92.045
8073,co,"lincoln, co",171.45
13181,ga,"lincoln, ga",417.874
16063,id,"lincoln, id",309.514
20105,ks,"lincoln, ks",129.634
21137,ky,"lincoln, ky","1,275.72"
22061,la,"lincoln, la","3,890.75"
23015,me,"lincoln, me",462.768
27081,mn,"lincoln, mn",191.524
29113,mo,"lincoln, mo",669.208
28085,ms,"lincoln, ms","1,117.92"
30053,mt,"lincoln, mt",492.792
37109,nc,"lincoln, nc",858.398
31111,ne,"lincoln, ne",708.161
35027,nm,"lincoln, nm",560.222
32017,nv,"lincoln, nv","2,121.35"
40081,ok,"lincoln, ok","1,411.89"
41041,or,"lincoln, or",290.701
46083,sd,"lincoln, sd",466.905
47103,tn,"lincoln, tn","2,046.47"
53043,wa,"lincoln, wa",240.055
55069,wi,"lincoln, wi",600.578
54043,wv,"lincoln, wv","1,570.74"
56023,wy,"lincoln, wy","1,075.33"
19113,ia,"linn, ia","13,714.12"
20107,ks,"linn, ks",177.152
29115,mo,"linn, mo",25.933
41043,or,"linn, or",524.26
48295,tx,"lipscomb, tx",157.39
9005,ct,"litchfield, ct",664.691
5081,ar,"little river, ar",157.331
48297,tx,"live oak, tx",401.052
17105,il,"livingston, il","1,211.85"
21139,ky,"livingston, ky",524.895
22063,la,"livingston, la","5,813.15"
26093,mi,"livingston, mi","14,620.80"
29117,mo,"livingston, mo",86.009
36051,ny,"livingston, ny","1,295.01"
48299,tx,"llano, tx","1,354.76"
5083,ar,"logan, ar",136.563
8075,co,"logan, co",95.985
17107,il,"logan, il","2,853.87"
20109,ks,"logan, ks",66.411
21141,ky,"logan, ky","1,958.63"
38047,nd,"logan, nd",10.178
31113,ne,"logan, ne",8.594
39091,oh,"logan, oh","4,244.74"
40083,ok,"logan, ok","1,353.90"
54045,wv,"logan, wv","1,341.22"
13183,ga,"long, ga","1,406.15"
5085,ar,"lonoke, ar","1,245.60"
39093,oh,"lorain, oh","12,398.03"
35028,nm,"los alamos, nm",560.115
6037,ca,"los angeles, ca","396,451.39"
47105,tn,"loudon, tn","2,809.10"
51107,va,"loudoun, va","25,438.32"
19115,ia,"louisa, ia",564.54
51109,va,"louisa, va","1,281.10"
31115,ne,"loup, ne",17.737
40085,ok,"love, ok",678.315
48301,tx,"loving, tx",26.164
1085,al,"lowndes, al",29.194
13185,ga,"lowndes, ga","5,130.82"
28087,ms,"lowndes, ms","2,661.11"
48303,tx,"lubbock, tx","11,671.31"
19117,ia,"lucas, ia",752.986
39095,oh,"lucas, oh","22,089.72"
26095,mi,"luce, mi",59.729
13187,ga,"lumpkin, ga","2,244.22"
35029,nm,"luna, nm",464.128
51111,va,"lunenburg, va",349.355
42079,pa,"luzerne, pa","13,846.11"
42081,pa,"lycoming, pa","3,951.07"
46085,sd,"lyman, sd",16.92
51680,va,"lynchburg city, va","3,830.02"
48305,tx,"lynn, tx",415.238
19119,ia,"lyon, ia",209.882
20111,ks,"lyon, ks","3,216.31"
21143,ky,"lyon, ky",296.243
27083,mn,"lyon, mn",783.017
32019,nv,"lyon, nv","5,080.73"
26097,mi,"mackinac, mi",244.695
26099,mi,"macomb, mi","48,818.68"
1087,al,"macon, al",101.836
13193,ga,"macon, ga",341.54
17115,il,"macon, il","4,656.37"
29121,mo,"macon, mo",164.147
37113,nc,"macon, nc",323.627
47111,tn,"macon, tn","2,410.09"
17117,il,"macoupin, il","1,457.27"
6039,ca,"madera, ca","5,238.65"
1089,al,"madison, al","4,105.18"
5087,ar,"madison, ar",388.522
12079,fl,"madison, fl",255.392
13195,ga,"madison, ga","1,626.13"
19121,ia,"madison, ia",763.74
16065,id,"madison, id","2,304.60"
17119,il,"madison, il","13,922.88"
18095,in,"madison, in","7,083.08"
21151,ky,"madison, ky","4,301.79"
22065,la,"madison, la",638.433
29123,mo,"madison, mo",85.254
28089,ms,"madison, ms","8,437.55"
30057,mt,"madison, mt",74.758
37115,nc,"madison, nc",360.286
31119,ne,"madison, ne",855.983
36053,ny,"madison, ny","1,217.32"
39097,oh,"madison, oh","3,378.82"
47113,tn,"madison, tn","8,943.71"
48313,tx,"madison, tx",885.941
51113,va,"madison, va",414.745
21153,ky,"magoffin, ky",752.239
19123,ia,"mahaska, ia",934.198
27087,mn,"mahnomen, mn",17.413
39099,oh,"mahoning, oh","12,377.43"
40093,ok,"major, ok",727.363
41045,or,"malheur, or",131.331
51683,va,"manassas city, va","5,918.09"
51685,va,"manassas park city, va","2,285.80"
12081,fl,"manatee, fl","12,531.68"
26101,mi,"manistee, mi",567.501
55071,wi,"manitowoc, wi","1,678.75"
55073,wi,"marathon, wi","3,650.16"
1091,al,"marengo, al",82.274
4013,az,"maricopa, az","287,372.70"
29125,mo,"maries, mo",129.91
6041,ca,"marin, ca","15,918.63"
55075,wi,"marinette, wi","1,163.13"
1093,al,"marion, al",172.107
5089,ar,"marion, ar",246.285
12083,fl,"marion, fl","8,087.17"
13197,ga,"marion, ga",322.129
19125,ia,"marion, ia","1,389.82"
17121,il,"marion, il","1,866.44"
18097,in,"marion, in","79,179.81"
20115,ks,"marion, ks",265.902
21155,ky,"marion, ky",693.257
29127,mo,"marion, mo",176.972
28091,ms,"marion, ms",863.222
39101,oh,"marion, oh","7,200.24"
41047,or,"marion, or","1,700.22"
45067,sc,"marion, sc","4,412.98"
47115,tn,"marion, tn","2,608.30"
48315,tx,"marion, tx","1,069.81"
54049,wv,"marion, wv","8,651.00"
6043,ca,"mariposa, ca","1,182.59"
45069,sc,"marlboro, sc","3,703.97"
26103,mi,"marquette, mi","2,710.14"
55077,wi,"marquette, wi",571.842
1095,al,"marshall, al",694.702
19127,ia,"marshall, ia","1,317.29"
17123,il,"marshall, il",513.274
18099,in,"marshall, in","3,230.09"
20117,ks,"marshall, ks",271.441
21157,ky,"marshall, ky","1,229.17"
27089,mn,"marshall, mn",95.422
28093,ms,"marshall, ms","2,280.56"
40095,ok,"marshall, ok",556.164
46091,sd,"marshall, sd",1.735
47117,tn,"marshall, tn","3,313.85"
54051,wv,"marshall, wv","1,543.43"
12085,fl,"martin, fl","4,938.03"
18101,in,"martin, in",307.613
21159,ky,"martin, ky",385.204
27091,mn,"martin, mn",533.858
37117,nc,"martin, nc",616.62
48317,tx,"martin, tx",349.34
51690,va,"martinsville city, va","2,817.05"
17125,il,"mason, il",593.684
21161,ky,"mason, ky","1,182.22"
26105,mi,"mason, mi","1,072.18"
48319,tx,"mason, tx",101.757
53045,wa,"mason, wa",501.941
54053,wv,"mason, wv","1,396.88"
17127,il,"massac, il",587.486
48321,tx,"matagorda, tx","2,236.47"
2170,ak,"matanuska susitna, ak","3,934.29"
51115,va,"mathews, va",370.752
15009,hi,"maui, hi","5,133.48"
47119,tn,"maury, tn","12,663.51"
48323,tx,"maverick, tx","1,818.52"
40097,ok,"mayes, ok","1,484.88"
40087,ok,"mcclain, ok","2,734.07"
30055,mt,"mccone, mt",0.386
46087,sd,"mccook, sd",95.93
45065,sc,"mccormick, sc","2,694.29"
21145,ky,"mccracken, ky","4,434.21"
21147,ky,"mccreary, ky",781.084
48307,tx,"mcculloch, tx",450.833
40089,ok,"mccurtain, ok",631.87
29119,mo,"mcdonald, mo",188.568
17109,il,"mcdonough, il","2,122.16"
37111,nc,"mcdowell, nc",436.906
54047,wv,"mcdowell, wv",724.235
13189,ga,"mcduffie, ga","1,646.74"
17111,il,"mchenry, il","13,002.25"
38049,nd,"mchenry, nd",137.875
13191,ga,"mcintosh, ga",358.87
38051,nd,"mcintosh, nd",59
40091,ok,"mcintosh, ok",863.942
42083,pa,"mckean, pa",994.472
38053,nd,"mckenzie, nd","1,302.33"
35031,nm,"mckinley, nm","1,216.11"
17113,il,"mclean, il","9,500.10"
21149,ky,"mclean, ky",435.423
38055,nd,"mclean, nd",609.347
48309,tx,"mclennan, tx","17,276.19"
27085,mn,"mcleod, mn","1,226.53"
47107,tn,"mcminn, tn","2,892.62"
48311,tx,"mcmullen, tx",81.348
47109,tn,"mcnairy, tn","1,289.90"
20113,ks,"mcpherson, ks",596.727
46089,sd,"mcpherson, sd",0.474
20119,ks,"meade, ks",30.463
21163,ky,"meade, ky","1,916.15"
46093,sd,"meade, sd",164.036
30059,mt,"meagher, mt",16.589
37119,nc,"mecklenburg, nc","23,332.51"
51117,va,"mecklenburg, va","1,289.97"
26107,mi,"mecosta, mi","2,102.17"
39103,oh,"medina, oh","6,864.06"
48325,tx,"medina, tx","4,260.91"
27093,mn,"meeker, mn",598.418
39105,oh,"meigs, oh","1,150.62"
47121,tn,"meigs, tn","2,046.53"
46095,sd,"mellette, sd",0.931
17129,il,"menard, il",416.934
48327,tx,"menard, tx",74.435
6045,ca,"mendocino, ca","2,292.43"
21165,ky,"menifee, ky",248.683
26109,mi,"menominee, mi","1,073.11"
55078,wi,"menominee, wi",52.521
6047,ca,"merced, ca","11,019.04"
17131,il,"mercer, il",399.224
21167,ky,"mercer, ky","1,067.17"
29129,mo,"mercer, mo",17.906
38057,nd,"mercer, nd",315.599
34021,nj,"mercer, nj","8,100.92"
39107,oh,"mercer, oh","1,687.01"
42085,pa,"mercer, pa","4,184.84"
54055,wv,"mercer, wv","3,214.56"
13199,ga,"meriwether, ga","1,235.20"
31121,ne,"merrick, ne",184.68
33013,nh,"merrimack, nh","11,585.27"
8077,co,"mesa, co",732.483
21169,ky,"metcalfe, ky",669.286
18103,in,"miami, in","1,653.00"
20121,ks,"miami, ks","1,099.51"
39109,oh,"miami, oh","4,972.96"
12086,fl,"miami-dade, fl","52,804.50"
9007,ct,"middlesex, ct",865.205
25017,ma,"middlesex, ma","106,799.74"
34023,nj,"middlesex, nj","19,312.42"
51119,va,"middlesex, va",427.229
26111,mi,"midland, mi","3,304.13"
48329,tx,"midland, tx","11,740.76"
42087,pa,"mifflin, pa",693.936
48331,tx,"milam, tx","3,384.79"
49027,ut,"millard, ut",407.195
27095,mn,"mille lacs, mn",965.79
5091,ar,"miller, ar","1,402.21"
13201,ga,"miller, ga",177.729
29131,mo,"miller, mo",327.749
19129,ia,"mills, ia",596.072
48333,tx,"mills, tx",169.578
55079,wi,"milwaukee, wi","39,078.39"
46097,sd,"miner, sd",19.898
8079,co,"mineral, co",10.101
30061,mt,"mineral, mt",65.955
32021,nv,"mineral, nv",811.887
54057,wv,"mineral, wv","1,545.05"
54059,wv,"mingo, wv","1,127.33"
16067,id,"minidoka, id",858.899
46099,sd,"minnehaha, sd","1,461.58"
26113,mi,"missaukee, mi",370.514
5093,ar,"mississippi, ar",757.287
29133,mo,"mississippi, mo",78.366
30063,mt,"missoula, mt","4,175.81"
13205,ga,"mitchell, ga",688.048
19131,ia,"mitchell, ia",248.175
20123,ks,"mitchell, ks",41.668
37121,nc,"mitchell, nc",160.211
48335,tx,"mitchell, tx",394.378
1097,al,"mobile, al","2,508.54"
6049,ca,"modoc, ca",482.66
8081,co,"moffat, co",70.589
4015,az,"mohave, az","7,848.93"
29135,mo,"moniteau, mo",142.13
34025,nj,"monmouth, nj","9,426.91"
6051,ca,"mono, ca","2,577.43"
19133,ia,"monona, ia",264.427
54061,wv,"monongalia, wv","26,207.12"
1099,al,"monroe, al",103.411
5095,ar,"monroe, ar",221.148
12087,fl,"monroe, fl","3,610.47"
13207,ga,"monroe, ga",735.351
19135,ia,"monroe, ia",204.087
17133,il,"monroe, il","1,974.80"
18105,in,"monroe, in","11,281.80"
21171,ky,"monroe, ky",402.536
26115,mi,"monroe, mi","7,191.90"
29137,mo,"monroe, mo",97.153
28095,ms,"monroe, ms","2,410.34"
36055,ny,"monroe, ny","14,405.84"
39111,oh,"monroe, oh",565.53
42089,pa,"monroe, pa","7,951.16"
47123,tn,"monroe, tn","1,743.73"
55081,wi,"monroe, wi","1,505.05"
54063,wv,"monroe, wv","1,034.82"
48337,tx,"montague, tx","1,015.52"
26117,mi,"montcalm, mi","3,922.65"
6053,ca,"monterey, ca","14,867.97"
8083,co,"montezuma, co",148.917
1101,al,"montgomery, al","2,090.90"
5097,ar,"montgomery, ar",53.701
13209,ga,"montgomery, ga",201.857
19137,ia,"montgomery, ia",312.563
17135,il,"montgomery, il",951.333
18107,in,"montgomery, in","2,114.58"
20125,ks,"montgomery, ks","1,321.98"
21173,ky,"montgomery, ky","1,148.30"
24031,md,"montgomery, md","11,410.76"
29139,mo,"montgomery, mo",252.63
28097,ms,"montgomery, ms",389.205
37123,nc,"montgomery, nc",265.971
36057,ny,"montgomery, ny",28.624
39113,oh,"montgomery, oh","34,991.98"
42091,pa,"montgomery, pa","45,931.21"
47125,tn,"montgomery, tn","30,749.53"
48339,tx,"montgomery, tx","26,290.77"
51121,va,"montgomery, va","6,544.87"
26119,mi,"montmorency, mi",377.672
42093,pa,"montour, pa","1,122.13"
8085,co,"montrose, co",208.944
46101,sd,"moody, sd",108.9
37125,nc,"moore, nc","1,087.22"
47127,tn,"moore, tn",686.403
48341,tx,"moore, tx","1,650.37"
35033,nm,"mora, nm",74.095
22067,la,"morehouse, la","1,275.99"
1103,al,"morgan, al",963.65
8087,co,"morgan, co",116.87
13211,ga,"morgan, ga","1,179.10"
17137,il,"morgan, il","1,624.89"
18109,in,"morgan, in","4,900.49"
21175,ky,"morgan, ky",229.236
29141,mo,"morgan, mo",268.925
39115,oh,"morgan, oh",611.985
47129,tn,"morgan, tn",394.993
49029,ut,"morgan, ut",255.51
54065,wv,"morgan, wv",965.833
31123,ne,"morrill, ne",88.797
20127,ks,"morris, ks",174.011
34027,nj,"morris, nj","7,372.97"
48343,tx,"morris, tx",770.622
27097,mn,"morrison, mn",813.741
39117,oh,"morrow, oh","6,666.38"
41049,or,"morrow, or",73.723
20129,ks,"morton, ks",40.658
38059,nd,"morton, nd",785.502
48345,tx,"motley, tx",11.551
17139,il,"moultrie, il",306.398
38061,nd,"mountrail, nd",973.39
27099,mn,"mower, mn",984.442
21177,ky,"muhlenberg, ky",901.877
41051,or,"multnomah, or","5,449.48"
13213,ga,"murray, ga","1,465.25"
27101,mn,"murray, mn",147.532
40099,ok,"murray, ok",618.046
19139,ia,"muscatine, ia","1,660.60"
13215,ga,"muscogee, ga","13,842.10"
26121,mi,"muskegon, mi","7,329.60"
39119,oh,"muskingum, oh","2,621.14"
40101,ok,"muskogee, ok","2,545.20"
30065,mt,"musselshell, mt",142.633
48347,tx,"nacogdoches, tx","3,131.19"
31125,ne,"nance, ne",38.364
25019,ma,"nantucket, ma",363.707
6055,ca,"napa, ca","7,560.48"
37127,nc,"nash, nc","1,515.17"
12089,fl,"nassau, fl","2,869.48"
36059,ny,"nassau, ny","1,086.28"
22069,la,"natchitoches, la","1,592.75"
56025,wy,"natrona, wy","4,722.48"
04017,az,"navajo, az","3,300.52"
48349,tx,"navarro, tx","3,857.67"
21179,ky,"nelson, ky","1,892.67"
38063,nd,"nelson, nd",206.464
51125,va,"nelson, va",489.713
20131,ks,"nemaha, ks",106.019
31127,ne,"nemaha, ne",316.552
20133,ks,"neosho, ks",223.289
28099,ms,"neshoba, ms",863.984
20135,ks,"ness, ks",42.845
5099,ar,"nevada, ar",155.208
6057,ca,"nevada, ca","4,210.91"
10003,de,"new castle, de","26,271.81"
37129,nc,"new hanover, nc","3,183.43"
9009,ct,"new haven, ct","4,302.49"
51127,va,"new kent, va","1,129.34"
9011,ct,"new london, ct","1,542.71"
29143,mo,"new madrid, mo",113.431
36061,ny,"new york, ny","4,361.15"
26123,mi,"newaygo, mi","3,124.03"
45071,sc,"newberry, sc","5,519.35"
51700,va,"newport news city, va","16,770.71"
44005,ri,"newport, ri","2,740.82"
5101,ar,"newton, ar",104.788
13217,ga,"newton, ga","9,719.87"
18111,in,"newton, in",509.857
29145,mo,"newton, mo",321.89
28101,ms,"newton, ms",445.339
48351,tx,"newton, tx",393.156
16069,id,"nez perce, id","1,660.09"
36063,ny,"niagara, ny","2,875.44"
21181,ky,"nicholas, ky",319.157
54067,va,"nicholas, va",0.56
54067,wv,"nicholas, wv","1,338.97"
27103,mn,"nicollet, mn","1,513.89"
56027,wy,"niobrara, wy",87.957
18113,in,"noble, in","6,565.94"
39121,oh,"noble, oh",378.164
40103,ok,"noble, ok",744.342
27105,mn,"nobles, mn",589.072
29147,mo,"nodaway, mo",126.991
48353,tx,"nolan, tx","1,055.86"
2180,ak,"nome, ak",408.965
51710,va,"norfolk city, va","23,062.21"
25021,ma,"norfolk, ma","43,175.38"
27107,mn,"norman, mn",154.373
2185,ak,"north slope, ak",201.654
37131,nc,"northampton, nc",266.794
42095,pa,"northampton, pa","18,564.74"
51131,va,"northampton, va",471.231
42097,pa,"northumberland, pa","2,431.06"
51133,va,"northumberland, va",258.257
2188,ak,"northwest arctic, ak",152.068
51720,va,"norton city, va",274.444
20137,ks,"norton, ks",85.663
51135,va,"nottoway, va",424.28
40105,ok,"nowata, ok",488.152
28103,ms,"noxubee, ms",354.828
31129,ne,"nuckolls, ne",89.303
48355,tx,"nueces, tx","14,468.77"
32023,nv,"nye, nv","3,296.87"
26125,ca,"oakland, ca",1.87
26125,fl,"oakland, fl",0
26125,mi,"oakland, mi","102,619.82"
47131,tn,"obion, tn","2,145.89"
19141,ia,"obrien, ia",255.381
34029,nj,"ocean, nj","5,664.31"
26127,mi,"oceana, mi","1,377.79"
48357,tx,"ochiltree, tx",346.941
13219,ga,"oconee, ga","2,169.69"
45073,sc,"oconee, sc","8,195.30"
55083,wi,"oconto, wi",981.216
26129,mi,"ogemaw, mi",905.564
17141,il,"ogle, il","2,194.75"
13221,ga,"oglethorpe, ga",745.483
18115,in,"ohio, in",443.025
21183,ky,"ohio, ky",930.967
54069,wv,"ohio, wv","3,114.66"
12091,fl,"okaloosa, fl","10,042.00"
53047,wa,"okanogan, wa",84.72
12093,fl,"okeechobee, fl",423.959
40107,ok,"okfuskee, ok",352.298
40109,ok,"oklahoma, ok","26,227.81"
40111,ok,"okmulgee, ok","1,204.40"
28105,ms,"oktibbeha, ms","2,891.62"
21185,ky,"oldham, ky","3,337.41"
48359,tx,"oldham, tx",119.862
38065,nd,"oliver, nd",28.016
27109,mn,"olmsted, mn","6,392.57"
16071,id,"oneida, id",166.764
36065,ny,"oneida, ny","1,921.14"
55085,wi,"oneida, wi",929.199
36067,ny,"onondaga, ny","6,900.57"
37133,nc,"onslow, nc","10,598.31"
36069,ny,"ontario, ny","3,057.05"
26131,mi,"ontonagon, mi",218.721
6059,ca,"orange, ca","178,447.25"
12095,fl,"orange, fl","54,903.63"
18117,in,"orange, in",694.705
37135,nc,"orange, nc","2,232.90"
36071,ny,"orange, ny","4,109.22"
48361,tx,"orange, tx","3,113.59"
51137,va,"orange, va","2,332.26"
50017,vt,"orange, vt",951.642
45075,sc,"orangeburg, sc","11,161.67"
29149,mo,"oregon, mo",53.871
22071,la,"orleans, la","32,458.45"
36073,ny,"orleans, ny",5.192
50019,vt,"orleans, vt",384.019
20139,ks,"osage, ks",529.998
29151,mo,"osage, mo",73.566
40113,ok,"osage, ok","1,398.19"
20141,ks,"osborne, ks",82.772
12097,fl,"osceola, fl","20,736.49"
19143,ia,"osceola, ia",97.108
26133,mi,"osceola, mi",695.354
26135,mi,"oscoda, mi",311.242
36075,ny,"oswego, ny","2,265.05"
8089,co,"otero, co",52.55
35035,nm,"otero, nm","2,176.04"
31131,ne,"otoe, ne",632.25
26137,mi,"otsego, mi",685.156
36077,ny,"otsego, ny",909.103
20143,ks,"ottawa, ks",166.013
26139,mi,"ottawa, mi","10,233.14"
39123,oh,"ottawa, oh","1,731.49"
40115,ok,"ottawa, ok","1,015.40"
27111,mn,"otter tail, mn",927.99
5103,ar,"ouachita, ar",362.669
22073,la,"ouachita, la","7,523.25"
8091,co,"ouray, co",87.427
55087,wi,"outagamie, wi","12,086.62"
47133,tn,"overton, tn",844.68
18119,in,"owen, in","1,491.15"
21187,ky,"owen, ky","1,802.22"
21189,ky,"owsley, ky",178.889
16073,id,"owyhee, id",346.9
23017,me,"oxford, me",732.623
29153,mo,"ozark, mo",58.505
55089,wi,"ozaukee, wi","3,310.32"
53049,wa,"pacific, wa",101.665
19145,ia,"page, ia",764.181
51139,va,"page, va","1,315.51"
